Sun Oct 14 14:09:38 2018    profiling.txt

         11793505 function calls (11619950 primitive calls) in 79.280 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1082    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/controlflow.py:437(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/_color_data.py:995(<dictcomp>)
       65    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:565(__repr__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/listobj.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/quicksort.py:2(<module>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:161(emit_environment_object)
      338    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_compile.py:595(isstring)
      370    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:884(propagate_refined_type)
       39    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/compat/_inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/dviread.py:182(Dvi)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/cobyla.py:11(<module>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:85(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/nnls.py:1(<module>)
     2366    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/context.py:526(<lambda>)
       61    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:2804(__str__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/calendar.py:6(<module>)
      239    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:626(register)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/linalg/decomp_schur.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:910(<listcomp>)
      275    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/TiffImagePlugin.py:274(_accept)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:611(get_memory_info)
       11    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:266(_get_reference)
      496    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/posixpath.py:41(_get_sep)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:262(__call__)
       93    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/typeof.py:105(_typeof_int)
      300    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:125(validate_bool)
       60    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/value.py:119(type)
       33    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/_collections_abc.py:657(get)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_multivariate.py:1679(__init__)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/compiler.py:361(__init__)
      268    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:18(_is_descriptor)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_multivariate.py:2413(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/__check_build/__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/colorama/winterm.py:2(<module>)
       64    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/llvmpy/core.py:121(undef)
       26    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/module.py:104(name)
      359    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_distn_infrastructure.py:43(instancemethod)
      110    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:176(__iter__)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/coo.py:126(__init__)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:292(declare_env_global)
       25    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3975(__init__)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:1412(__init__)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/builder.py:465(neg)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/boxing.py:3(<module>)
      121    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/_util.py:173(check_random_state)
       12    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/transforms.py:101(_dispose)
       17    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/dateutil/__init__.py:2(<module>)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/rangeobj.py:24(make_range_impl)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/warnings.py:106(_formatwarnmsg)
       70    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:300(getitem)
     1058    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/colorama/ansitowin32.py:85(should_wrap)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/npdatetime.py:96(make_constant_array)
       40    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:267(getuntil)
      275    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/GifImagePlugin.py:38(_accept)
       65    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/value.py:127(is_declaration)
      901    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:118(get)
      144    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/common.py:20(_decode_string)
      263    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:340(__new__)
       41    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/builtins.py:259(constant_dummy)
       12    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:20(_escape_string)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/externals/joblib/hashing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/linalg/isolve/lgmres.py:4(<module>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/warnings.py:35(_formatwarnmsg_impl)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:1181(setResultsName)
       18    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/cycler.py:349(by_key)
       60    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:79(<listcomp>)
      193    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/bytecode.py:85(get_jump_target)
    34/26    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3412(__str__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/libdevice.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:1475(_read_func_attr_all)
      156    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/deprecation.py:23(_generate_deprecation_message)
      518    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:126(append)
        9    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/numbers.py:1307(integer_to_float)
      169    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:903(fix_flags)
       24    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:176(<setcomp>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:784(_missing_)
       14    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/utils/deprecation.py:37(__call__)
       20    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/scalars.py:29(from_bitwidth)
     1932    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      529    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/distutils/version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/interpolate/fitpack2.py:7(<module>)
       79    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/registry.py:11(wraps)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/tri/triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/llvmpy/core.py:1(<module>)
     2201    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/abstract.py:149(is_precise)
       31    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/cm.py:34(revcmap)
      176    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/utils.py:247(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:238(BitwiseShiftOperation)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:791(_create_pseudo_member_)
       46    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:772(get_dummy_value)
     1421    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
      110    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:146(normalize_index)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/lines.py:229(Line2D)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/llvmpy/core.py:252(get)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/codegen.py:801(_add_module)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/libs.py:1(<module>)
      283    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:1073(__init__)
       27    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/ffi.py:169(__str__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:797(matplotlib_fname)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/bytecode.py:203(_compute_lineno)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/codegen.py:566(add_module)
      529    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/colorama/initialise.py:67(reinit)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/codegen.py:819(initialize_llvm)
       43    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeconv/typeconv.py:49(set_safe_convert)
      941    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:124(__contains__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/tnc.py:33(<module>)
     1358    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/externals/joblib/logger.py:5(<module>)
       22    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:37(allow_rasterization)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/bytecode.py:4(<module>)
       15    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:1012(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dispatcher.py:42(__init__)
      529    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/colorama/initialise.py:51(deinit)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/collections.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/cycler.py:191(_from_iter)
       35    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:241(__new__)
      397    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1194(aliased_name)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/mathimpl.py:3(<module>)
     1025    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
      320    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeconv/castgraph.py:1(<module>)
      341    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:26(_is_dunder)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/email/quoprimime.py:27(<module>)
       82    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/utils.py:118(deprecate)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:4428(delimitedList)
      126    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:632(__init__)
      451    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:91(as_function)
